min_salary,max_salary,has_company_logo,has_questions,employment_type,required_experience,required_education,fraudulent
0,0,0,0,1,5,0,0
45000,67000,1,0,1,6,9,0
35000,50000,1,1,1,5,1,0
32000,50000,1,1,1,6,4,0
0,0,0,1,3,6,4,0
85000,100000,1,1,1,5,1,0
48000,60000,1,1,1,5,1,0
45000,120000,1,0,1,1,9,0
45000,65000,1,1,1,5,1,0
75000,110000,1,1,1,5,1,0
65000,80000,1,0,1,1,5,0
33000,100000,1,0,1,6,9,0
0,0,1,0,1,0,1,0
45000,80000,0,0,1,5,2,0
65000,75000,0,0,1,5,9,0
19000,19000,1,1,1,2,1,0
16000,19000,1,1,1,6,9,0
45000,50000,1,1,1,0,1,0
25000,35000,1,0,1,0,1,0
45000,60000,1,0,1,5,9,0
18000,20000,1,0,1,2,1,0
30000,48000,1,0,1,3,5,0
45000,55000,1,0,1,5,9,0
90000,115000,0,0,1,5,1,0
35000,50000,1,0,1,5,9,0
55000,70000,1,0,1,5,1,0
40000,40000,1,1,1,0,1,0
75000,100000,1,1,1,5,1,0
18000,22000,1,1,1,0,9,0
45000,70000,0,1,3,2,9,0
50000,100000,0,0,1,5,9,0
1300,1500,1,0,1,0,4,0
115000,130000,0,0,1,1,1,0
600000,840000,1,1,1,5,1,0
19500,24000,1,1,1,2,9,0
25000,30000,1,0,1,2,4,0
50,70,1,0,1,5,1,0
14000,30000,1,0,1,0,1,0
28000,32000,1,0,1,2,9,0
130000,160000,0,0,1,1,1,0
0,0,1,0,1,6,1,0
72000,144000,1,0,1,0,1,0
60000,80000,1,0,1,0,9,0
35000,45000,1,0,1,5,1,0
18000,18000,1,0,1,2,9,0
70000,85000,1,1,1,0,0,0
60000,75000,1,1,1,6,5,0
50000,80000,1,0,1,5,1,0
43000,69000,1,1,1,0,1,0
8000,14000,1,0,1,2,1,0
50000,70000,1,1,1,5,1,0
80000,100000,0,1,1,5,9,0
30000,40000,1,1,1,0,0,0
100000,120000,1,1,1,5,1,0
80000,90000,1,1,1,0,9,0
50000,70000,1,1,1,5,1,0
20000,40000,1,1,1,2,8,0
65000,80000,1,1,1,2,1,0
30000,40000,1,1,1,0,0,0
80000,100000,1,0,1,5,5,0
70000,120000,1,0,1,5,1,0
30000,45000,1,1,1,0,0,0
20000,24000,1,0,1,2,1,0
80000,140000,1,0,1,1,1,0
60000,75000,1,0,1,5,9,0
50000,80000,1,1,1,6,4,0
40000,50000,1,1,3,2,9,0
65,75,0,0,1,0,1,0
40000,50000,1,0,1,0,1,0
15000,18000,1,0,1,2,1,0
50,70,0,0,1,5,1,0
75000,100000,1,0,1,5,9,0
16500,18500,1,1,0,6,4,0
15600,15600,1,1,1,2,4,0
70,150,0,1,1,1,1,0
45972.00,,1,0,1,2,4,0
60,90,0,0,1,0,1,0
1200,1400,1,0,1,5,1,0
60,85,0,0,1,0,1,0
30000,48000,1,1,1,2,0,0
45810.00,,1,0,1,5,1,0
30000,30000,1,1,1,2,0,0
0,0,1,0,1,6,1,0
65,100,1,1,1,5,4,0
528000,636000,1,0,1,6,9,0
110000,120000,0,0,0,5,1,0
14000,18000,1,0,1,2,1,0
200000,240000,1,0,1,2,1,0
14000,18000,1,0,1,2,1,0
115,120,1,0,1,5,1,0
45,70,0,0,1,2,1,0
40000,100000,0,0,1,2,9,0
40000,100000,0,0,1,2,9,0
60000,80000,1,1,1,0,2,0
40000,70000,1,1,1,0,0,0
8000,14000,1,0,2,2,1,0
35000,55000,1,0,1,3,1,0
80000,110000,1,0,1,5,1,0
65000,85000,0,0,1,1,9,0
962,962,1,0,1,2,4,0
2500,2800,1,1,0,5,9,0
30000,31000,1,1,1,4,1,0
80,120,1,1,1,3,1,0
78000,115000,1,1,1,5,1,0
40000,60000,0,0,1,5,1,0
50000,70000,1,0,1,0,1,0
30000,32000,1,1,3,2,9,0
0,0,1,1,1,0,1,0
300000,400000,1,1,1,2,1,0
30000,40000,1,1,1,0,0,0
11000,25000,1,0,1,2,1,0
75000,90000,1,1,1,6,1,0
72000,108000,1,0,1,0,1,0
48000,55000,1,0,1,0,9,0
16000,20000,1,1,1,6,4,0
1000000,1500000,1,1,1,5,1,0
50000,80000,1,1,1,5,5,0
80000,130000,1,1,1,5,1,0
45000,70000,1,0,1,2,9,0
65000,80000,1,1,1,2,1,0
45000,67000,1,0,1,2,9,0
33000,34000,1,0,1,2,0,0
50000,90000,1,0,1,5,1,0
35000,40000,1,0,1,5,1,0
40000,55000,1,1,1,2,9,0
30000,40000,1,1,1,2,1,0
22000,28000,1,1,4,6,2,0
40000,60000,1,1,1,0,9,0
50,65,1,1,1,1,1,0
42000,80000,1,1,0,6,9,0
50000,80000,1,1,1,6,4,0
70000,100000,0,0,1,5,1,0
400000,500000,0,0,1,5,1,0
18000,18000,1,0,1,2,1,0
50000,65000,1,0,1,0,1,0
16000,18000,1,0,1,2,1,0
60000,150000,0,0,1,5,9,0
45000,60000,1,0,1,5,1,0
100000,120000,1,1,1,5,9,0
40000,50000,0,0,1,2,1,0
80000,110000,0,0,1,5,1,0
30,50,0,0,1,5,9,0
60000,150000,0,1,1,0,1,0
30000,50000,1,0,1,2,4,0
41600,50000,1,0,1,5,1,0
80000,100000,0,1,1,5,10,0
55000,75000,0,0,1,2,4,0
104000,120000,1,1,1,2,4,0
0,0,1,0,3,2,4,0
25000,40000,1,1,1,5,1,0
60000,65000,1,0,1,5,9,0
90000,110000,1,1,1,1,1,0
63000,63000,0,0,1,2,9,1
55000,75000,0,0,1,2,4,0
55000,75000,0,0,1,2,4,0
55000,75000,0,0,1,2,4,0
180000,240000,1,1,1,2,1,0
16000,18000,1,1,0,2,1,0
30000,37000,0,0,1,2,2,0
37000,41600,0,0,1,0,2,0
40000,80000,1,0,1,6,9,0
52000,100000,1,1,1,6,9,0
60000,70000,1,1,1,1,1,0
80000,120000,1,0,1,0,1,0
33000,34000,1,0,1,2,0,0
120000,300000,1,1,1,6,1,0
35000,45000,1,1,1,6,4,0
90000,110000,0,0,1,5,1,0
130000,170000,0,0,1,5,1,0
26000,30000,0,1,1,0,4,0
20000,25000,1,0,1,2,1,0
91000,150000,1,0,1,2,1,0
60000,95000,1,0,1,5,1,0
75000,100000,1,1,1,5,1,0
7500,8000,0,0,1,0,1,0
60000,150000,0,0,1,0,9,0
15000,16000,1,1,1,0,10,0
40000,70000,1,1,1,0,0,0
10000,100000,0,0,0,5,1,0
36000,60000,1,1,1,0,1,0
45000,65000,1,1,1,5,9,0
40000,100000,0,0,1,6,9,0
12500,12500,1,0,1,2,4,0
60000,70000,1,1,1,1,1,0
65000,77000,1,1,1,6,4,0
18000,25000,1,0,1,5,9,0
40,50,0,0,1,2,1,0
30000,40000,1,1,1,0,9,0
33000,39000,1,1,1,0,4,0
70000,80000,0,0,1,5,1,0
300000,500000,0,0,1,5,5,0
100000,120000,1,1,1,1,1,0
25000,28000,1,1,1,0,1,0
1920,2000,1,0,2,6,9,0
30000,35000,1,1,1,2,1,0
50000,60000,1,1,0,0,0,0
60000,80000,1,1,1,2,5,0
40000,60000,1,1,1,0,1,0
0,0,1,1,4,4,9,0
50000,70000,0,0,0,5,5,0
300000,600000,1,1,1,5,1,0
192000,288000,0,0,1,0,2,0
40000,70000,1,1,1,0,0,0
32000,42000,1,1,1,2,4,0
50000,65000,0,0,1,1,9,0
28000,35000,1,0,1,5,1,0
80000,90000,1,0,1,5,5,0
50000,90000,1,0,1,5,1,0
45000,72000,1,1,1,5,1,0
55000,65000,1,1,1,0,9,0
50000,70000,1,1,1,5,4,0
96000,120000,1,0,1,0,1,0
70000,95000,1,1,1,5,1,0
0,0,0,0,1,5,9,0
16000,20000,1,0,1,2,9,0
48000,60000,1,0,1,0,1,0
45000,50000,1,1,1,2,2,0
16500,18500,1,1,1,2,9,0
30000,40000,1,0,1,2,1,0
70,100,1,0,1,5,1,0
30000,45000,1,0,1,2,1,0
40000,100000,1,0,1,1,9,0
90000,110000,1,1,1,5,1,0
60000,75000,1,0,1,5,9,0
85000,100000,1,1,1,5,0,0
26000,30000,1,0,1,0,5,0
0,70000,1,0,1,5,1,0
1150,1150,1,0,1,2,4,0
40000,50000,0,0,1,3,9,0
50000,80000,1,0,1,0,1,0
18000,25000,1,1,1,0,9,0
33000,34000,1,0,1,2,0,0
50000,60000,1,0,1,5,1,0
60000,100000,0,0,1,6,4,0
30,40,1,0,1,0,5,0
19000,19000,1,0,1,2,1,0
1000,1400,1,1,1,5,1,0
35000,100000,1,0,1,2,9,0
35000,35000,1,0,1,5,6,0
40000,100000,0,0,1,2,9,0
7,12000,1,0,2,6,7,0
20000,25000,1,1,1,3,1,0
60000,80000,1,0,1,2,9,0
10000,25000,1,0,1,0,1,0
22000,25000,1,0,1,0,1,0
115000,160000,1,1,1,5,1,0
25000,35000,1,1,1,0,1,0
30000,50000,1,0,1,2,0,0
130000,150000,1,0,1,5,1,0
50000,90000,1,1,1,5,1,0
70000,100000,1,1,1,5,5,0
70000,100000,1,1,1,5,9,0
30000,35000,1,1,1,0,1,0
50000,90000,1,1,1,5,1,0
60000,160000,1,0,1,5,1,0
30000,50000,1,1,1,6,9,0
42000,60000,1,0,0,0,9,0
45000,55000,1,0,1,5,9,0
1000,4000,0,1,3,4,4,0
65000,85000,0,1,1,0,1,0
30000,49000,1,1,1,5,9,0
50000,80000,0,1,1,0,0,0
30000,65000,1,0,1,0,1,0
18000,26000,1,1,1,6,2,0
80000,120000,1,0,1,5,3,0
30000,35000,1,1,0,5,1,0
80000,130000,1,1,1,5,1,0
60000,65000,1,0,1,5,5,0
35000,45000,1,0,1,2,9,0
0,0,0,0,1,5,1,0
26000,30000,0,0,1,0,4,0
30000,42000,1,1,1,2,1,0
50,65,1,1,1,0,4,0
0,115,1,0,1,5,1,0
42000,80000,1,1,0,6,9,0
25000,30000,1,0,1,2,9,0
70000,100000,1,1,1,5,0,0
22000,28000,1,1,1,5,9,0
30000,40700,1,0,1,5,1,0
400000,650000,1,1,1,0,1,0
12000,18000,1,0,1,6,1,0
100000,130000,1,0,1,5,9,0
50000,80000,1,1,1,6,4,0
110000,135000,1,1,1,5,1,0
40,60,1,1,1,6,4,0
20000,30000,1,1,1,2,1,0
12000,18000,1,1,1,6,1,0
45000,80000,1,1,1,5,1,0
16000,25000,1,0,1,0,1,0
55000,65000,1,1,1,5,1,0
15000,25000,1,0,1,0,1,0
25,35,0,1,1,0,1,0
50000,150000,1,0,1,5,1,0
0,0,1,1,0,5,9,0
25000,31000,1,1,1,5,1,0
8000,20000,1,1,1,0,1,0
300000,500000,1,1,1,5,1,0
25000,30000,1,1,0,5,1,0
0,0,1,1,1,6,9,0
90000,140000,1,1,1,5,1,0
55000,70000,1,1,1,2,9,0
35000,40000,1,1,1,5,1,0
35000,50000,1,1,1,2,5,0
55000,75000,0,0,1,2,4,0
50000,60000,1,0,1,5,5,0
16000,22000,1,1,1,2,1,0
60000,90000,1,1,1,5,1,0
48000,55000,0,0,1,2,4,1
80000,120000,1,0,1,5,9,0
70000,125000,1,1,1,5,4,0
50000,85000,1,1,1,5,9,0
18000,26000,1,1,3,6,4,0
65000,90000,1,0,1,6,1,0
15000,20000,1,1,1,6,9,0
40000,65000,1,1,1,5,1,0
50000,65000,1,1,1,2,1,0
24960,27040,1,1,1,2,0,0
30000,48000,1,1,1,2,0,0
35000,50000,1,1,1,0,0,0
0,0,1,0,1,5,1,0
75000,120000,1,1,1,2,9,0
65000,80000,0,0,1,5,1,0
100000,150000,0,0,1,5,1,0
55000,755000,1,1,1,2,1,0
70000,125000,1,1,1,5,4,0
20000,35000,1,0,1,5,1,0
85000,105000,0,1,1,5,1,0
0,0,1,1,1,5,1,0
50000,80000,1,0,1,5,9,0
45000,95000,1,1,1,0,1,0
12000,18000,1,1,1,6,1,0
55000,70000,1,0,1,5,9,0
2000,5000,1,1,0,6,9,0
48000,58000,0,0,1,2,4,1
14000,22400,1,1,1,0,9,0
60000,80000,1,1,1,5,6,0
0,0,1,1,1,0,1,0
48000,60000,1,1,1,2,9,0
20000,24000,0,0,1,2,4,0
110000,140000,1,0,1,5,5,0
45940.00,,1,1,4,6,9,0
18000,26000,1,1,1,6,2,0
70000,90000,0,0,1,5,1,0
70000,125000,1,1,1,5,4,0
50000,60000,1,1,1,0,1,0
96000,144000,1,0,1,5,1,0
100000,125000,0,0,1,3,6,0
100000,200000,1,0,1,5,1,0
144000,192000,1,1,1,0,1,0
45000,55000,1,1,1,1,1,0
45,85,1,0,1,2,4,0
19200,33600,1,1,1,5,9,0
100000,130000,0,0,1,1,1,0
35000,65000,1,1,1,5,1,0
90000,130000,1,0,1,5,1,0
70000,90000,1,0,1,5,1,0
50000,80000,1,1,1,6,4,0
120000,264000,1,1,1,6,1,0
27000,30000,1,1,1,2,4,0
18720,18720,1,1,1,6,4,0
80000,110000,1,0,1,5,2,0
13000,18000,1,0,1,2,10,0
85000,120000,0,0,1,5,1,0
13000,14000,1,1,4,4,9,0
20000,24000,1,0,1,2,1,0
0,0,1,1,1,0,9,0
0,0,1,1,3,0,1,0
1600,19000,1,1,1,6,9,0
16000,18500,1,1,0,6,4,0
45000,60000,1,0,1,5,1,0
50000,58000,1,1,1,0,0,0
45000,50000,1,1,1,0,1,0
40000,70000,1,1,1,2,1,0
20000,28000,1,1,1,0,1,0
0,0,1,0,1,0,12,0
60000,100000,0,0,1,6,4,0
42000,42000,1,1,1,2,4,0
25000,30000,1,0,1,2,4,0
200000,240000,1,1,1,5,1,0
120000,168000,1,0,1,0,1,0
40000,50000,1,1,1,5,1,0
0,0,1,0,0,4,6,0
30000,50000,0,0,1,0,4,0
20000,25000,1,1,1,3,1,0
24000,30000,0,1,3,6,4,0
85000,110000,0,0,1,5,1,0
36000,42000,0,1,1,0,4,0
75000,110000,1,1,1,5,1,0
60000,80000,1,1,1,0,2,0
30000,30000,1,1,1,0,9,0
120000,125000,0,0,1,5,1,0
65000,120000,1,0,1,6,1,0
35000,45000,1,1,1,0,1,0
75000,95000,1,0,1,5,1,0
3000,4000,0,0,3,2,4,1
30000,48000,1,1,1,2,0,0
45000,60000,1,1,1,0,1,0
60000,75000,1,1,1,5,1,0
50000,90000,1,1,1,5,1,0
175000,275000,1,0,1,0,3,0
25000,30000,1,0,1,2,4,0
39000,100000,1,0,1,5,1,0
32000,35000,1,1,1,5,1,0
50000,90000,1,1,1,5,1,0
35000,40000,1,1,1,5,1,0
25000,45000,1,0,1,2,9,0
110000,150000,1,1,1,1,5,0
55000,65000,1,1,1,6,1,0
21000,36000,1,0,1,6,9,0
35000,42000,1,1,1,0,1,0
28000,35000,1,0,1,0,9,0
80000,100000,1,1,1,5,1,0
0,1000,1,0,1,5,1,0
75000,85000,1,0,2,1,1,0
60000,85000,0,0,1,5,1,0
11000,25000,1,1,1,2,1,0
60000,70000,1,0,1,5,1,0
40000,45000,0,0,1,0,9,0
30000,35000,1,0,1,0,1,0
200000,280000,1,0,1,1,5,0
45000,67000,1,0,1,6,9,0
40000,50000,1,0,1,6,9,0
40000,45000,1,0,1,5,1,0
30000,45000,1,0,1,0,9,0
40000,55000,1,1,1,5,1,0
50000,100000,1,0,1,2,1,0
70000,120000,1,0,1,5,1,0
40000,50000,1,1,3,2,2,0
22,28,1,0,1,2,1,0
30000,33000,1,1,1,0,1,0
300000,420000,1,0,1,1,5,0
25000,35000,1,1,1,0,1,0
240000,600000,1,1,1,2,2,0
11000,25000,1,1,1,2,1,0
18000,20000,1,0,1,2,1,0
18000,20000,1,0,1,2,1,0
80000,90000,1,1,1,3,1,0
100000,200000,0,0,1,1,1,0
30000,45000,1,0,1,5,4,0
65000,125000,0,1,1,0,1,0
25000,35000,1,1,1,2,9,0
10000,15000,1,0,1,0,2,0
50000,70000,1,0,1,5,9,0
50,70,1,0,1,5,1,0
13000,14000,1,1,4,4,9,0
13000,14000,1,1,4,4,9,0
70000,90000,1,0,1,5,1,0
45000,85000,1,1,1,5,1,0
30000,50000,0,0,3,0,4,0
120000,160000,1,1,1,5,1,0
32000,45000,1,1,1,0,1,0
45000,65000,1,1,1,2,1,0
0,0,1,0,1,5,1,0
300000,450000,1,0,1,3,5,0
65000,100000,0,0,1,5,1,0
10000,30000,1,1,1,0,1,0
90,150,1,0,1,1,9,0
45000,175000,1,1,2,0,4,0
25000,35000,0,0,1,6,9,0
85000,150000,1,1,1,5,1,0
25000,30000,1,0,1,6,4,0
33000,37000,1,1,1,0,9,0
200000,400000,0,0,1,2,5,0
48000,58000,1,1,1,6,9,0
25000,30000,1,0,1,6,4,0
55,105,1,0,1,2,4,0
25000,40000,1,0,1,6,4,0
45,85,1,0,1,2,4,0
30000,40000,1,0,1,6,4,0
65000,140000,0,0,1,5,4,0
45,80,1,0,1,2,4,0
8000,9000,0,0,1,0,5,0
40000,60000,1,0,1,6,4,0
360000,400000,1,1,1,0,1,0
30000,40000,1,0,1,6,4,0
30000,40000,1,0,1,6,4,0
45,80,1,0,1,2,4,0
20000,30000,1,0,1,2,4,0
40000,45000,0,1,3,2,9,0
40000,45000,0,1,1,0,1,0
70000,200000,0,1,1,5,1,0
15,17,1,1,1,2,0,0
100000,130000,1,1,1,3,1,0
25000,40000,1,0,1,6,4,0
30000,32000,1,1,1,5,1,0
96000,100000,1,1,1,0,5,0
30000,40000,1,0,1,6,4,0
30000,40000,1,0,1,6,4,0
60000,90000,1,1,1,0,1,0
20000,21000,0,0,1,2,4,0
30000,45000,1,1,0,5,9,0
55,72,1,0,1,2,4,0
80000,110000,1,0,1,0,1,0
45,80,1,0,2,6,4,0
0,0,0,0,1,6,9,0
0,25000,0,1,0,2,9,0
40000,50000,1,1,1,0,1,0
60000,100000,1,1,0,5,1,1
40000,90000,1,1,0,5,1,1
25000,35000,1,1,1,0,1,0
45,85,1,0,1,2,4,0
90000,120000,0,1,1,5,1,0
30000,40000,1,1,1,6,1,0
60,150,1,0,1,2,4,0
45,80,1,0,1,2,4,0
60,150,1,0,1,2,4,0
60,150,1,0,1,2,4,0
60,150,1,0,1,2,4,0
45,80,1,0,1,2,4,0
80000,110000,1,0,1,0,1,0
60,150,1,0,1,2,4,0
45,85,1,0,1,2,4,0
55,105,1,0,1,2,4,0
45,67,1,0,1,2,4,0
45,85,1,0,1,2,4,0
55,67,1,0,1,2,4,0
45,67,1,0,1,2,4,0
30000,40000,1,0,1,0,1,0
45,85,1,0,1,2,4,0
120000,140000,0,1,1,1,5,0
35000,38000,1,1,1,5,4,0
48,60,0,1,1,2,9,0
85000,150000,1,1,1,5,1,0
85000,150000,1,1,1,5,1,0
20000,30000,1,0,1,2,4,0
80000,110000,1,0,1,0,1,0
45,80,1,0,1,2,4,0
45,80,1,0,1,2,4,0
27000,29000,1,1,1,0,7,0
125000,135000,1,0,0,5,1,0
75000,100000,1,1,1,5,1,0
50000,100000,0,1,2,0,9,0
45,55,0,1,1,5,9,0
20800,20800,1,1,1,2,4,0
30000,40000,1,0,1,5,1,0
90000,110000,1,1,1,5,9,0
50000,50000,1,1,1,0,1,0
35000,35000,1,0,1,2,1,0
29000,32000,1,1,1,0,1,0
40000,60000,1,1,1,0,1,0
1050,1050,1,0,1,2,4,0
40000,50000,1,0,1,2,9,0
40000,65000,1,1,1,5,1,0
50000,100000,0,1,1,6,9,0
20000,25000,0,0,1,5,6,0
18000,20000,1,0,1,2,9,0
13,15,1,1,1,2,4,0
75000,110000,1,1,1,5,1,0
95000,105000,0,0,0,0,1,0
60000,65000,0,1,1,0,1,0
4500,4500,1,1,1,4,1,0
14000,36000,1,0,1,5,6,0
45971.00,,1,0,1,2,4,0
0,0,1,0,1,2,4,0
85000,100000,0,1,1,1,5,0
85000,90000,0,0,1,5,1,0
14500,19000,0,0,1,6,9,0
55000,69000,1,0,1,5,1,0
55000,75000,0,0,1,2,4,0
65000,80000,1,1,1,6,1,0
40,100,0,0,1,5,1,0
50000,55000,0,0,1,0,0,0
50000,60000,1,1,1,2,1,0
55000,65000,1,0,1,0,1,0
50000,80000,1,1,1,6,4,0
30000,40000,1,1,1,5,9,0
360000,500000,1,0,1,5,9,0
168000,216000,1,0,1,5,1,0
40000,60000,1,1,1,0,1,0
55000,65000,1,1,1,6,1,0
22000,26000,1,1,1,2,10,0
14000,18000,1,0,1,2,1,0
70000,90000,0,0,1,5,1,0
60000,80000,1,0,1,5,1,0
26000,28000,1,1,1,0,7,0
16,20,0,0,1,6,9,1
15000,30000,1,1,3,4,7,0
35000,45000,1,1,1,5,1,0
140,160,1,0,1,5,1,0
42000,48000,1,1,1,0,1,0
39000,41000,0,0,1,5,1,0
30000,30000,0,1,1,0,4,0
40000,50000,0,0,1,2,1,0
100000,110000,1,0,0,5,1,0
5000,7000,1,0,3,0,1,0
250000,500000,0,0,1,6,4,1
13,20,0,0,2,2,4,1
35000,40000,0,0,1,2,4,1
50000,60000,0,1,1,5,9,1
0,0,0,0,1,2,4,1
250000,500000,0,0,1,6,4,1
10000,250000,0,0,1,6,9,1
30000,35000,1,0,1,2,4,1
250000,500000,0,0,1,6,4,1
55000,68000,0,0,1,2,4,1
7200,1380000,0,0,2,6,9,1
21,63000,0,0,1,2,1,1
2000,3000,0,0,1,5,1,1
4500,5000,0,1,1,2,4,1
30000,42000,0,0,1,0,6,1
0,0,0,0,1,1,1,1
28000,32000,0,0,1,6,9,1
35000,40000,1,1,1,0,4,1
20,25,0,1,1,2,4,1
26000,50000,0,1,3,6,9,1
21,63000,0,0,1,2,1,1
40000,60000,0,0,1,6,4,1
46016.00,,1,0,1,2,4,1
1000,2000,0,0,1,2,4,1
20,25,0,0,3,2,9,1
55000,65000,0,1,1,0,3,1
30000,60000,1,0,1,2,4,1
23000,28000,1,1,1,2,4,1
80000,120000,0,1,1,2,2,1
7200,1380000,0,0,1,6,9,1
1517,1517,0,0,3,2,7,1
30000,38000,1,1,1,2,4,1
1234,12345,0,0,1,5,5,1
15,19,0,0,1,2,9,1
15,19,0,0,1,2,9,1
28000,32000,0,0,1,6,9,1
35000,75000,0,1,0,0,4,1
13,20,0,0,2,2,4,1
2000,4000,0,0,1,2,4,1
0,0,0,0,1,3,5,1
250000,500000,0,0,1,2,4,1
30000,50000,1,0,1,2,4,1
7200,1380000,0,0,1,6,9,1
35000,45000,0,0,3,2,4,1
7200,1380000,0,0,1,6,9,1
48000,65000,0,0,1,2,4,1
17,20,0,0,1,6,9,1
30000,50000,1,0,1,2,4,1
53000,67000,0,0,1,2,4,1
48000,55000,1,0,1,2,4,1
0,0,0,0,1,2,2,1
17,20,0,0,1,6,9,1
17000,21000,0,0,3,2,2,1
50000,75000,0,0,1,6,4,1
1000,3000,0,0,1,0,1,1
40000,45000,0,0,0,2,4,1
30000,35000,1,0,1,2,4,1
3700,3800,0,1,1,6,9,1
30000,50000,1,0,1,2,4,1
15000,30000,0,0,1,6,9,1
0,30000,0,0,2,6,9,1
0,0,1,0,0,5,1,0
80000,100000,1,0,1,5,1,0
18000,20000,1,1,1,2,1,0
18000,19000,1,0,1,2,9,0
80000,100000,0,0,1,5,1,0
